original_sponsor,clustered_sponsor
"Hotel Du Pont","Hotel Du Pont"
"Nick Bates' Merry Go Round Bar","Nick Bates' Merry Go Round Bar"
"Hotel New Weston","Hotel New Weston"
"Kurhotel Petersberg","Kurhotel Petersberg"
"Green's","Green's"
"Empire State Observatory","Empire State Observatory"
"All Souls Men's Club","All Souls Men's Club"
"The Receiving Ship at New York","The Receiving Ship at New York"
"Riverside Dining Room","Riverside Dining Room"
"Commercial Club","Commercial Club"
"Hotel Sherman","Hotel Sherman"
"Garret Restaurant","Garret Restaurant"
"Richmond Restaurant","Richmond Restaurant"
"Seelbach Hotel","Seelbach Hotel"
"Grand Hotel Hungaria","Grand Hotel Hungaria"
"Crawford's","Crawford's"
"Gerdner & Smith","Gerdner & Smith"
"RECTOR'S","RECTOR'S"
"LEGATION DES ETAT-UNIS D'AMERIQUE","LEGATION DES ETAT-UNIS D'AMERIQUE"
"HOTEL DU MUSEE","HOTEL DU MUSEE"
"COOK'S NILE SERVICE","COOK'S NILE SERVICE"
"ARMSTRONG AND CO.","ARMSTRONG AND CO."
"STANTON HOUSE","STANTON HOUSE"
"NORTH CAROLINA SOCIETY OF NEW YORK","NORTH CAROLINA SOCIETY OF NEW YORK"
"HOTEL COLORADO","HOTEL COLORADO"
"TERRACE GARDEN RESTAURANT","TERRACE GARDEN RESTAURANT"
"DE L'ANGE HOTEL","DE L'ANGE HOTEL"
"NIPPON YUSEN KAISHA - S.S.ROSETTA MAM","NIPPON YUSEN KAISHA - S.S.ROSETTA MAM"
"OCEANIC STEAMSHIP CO. - SONOMA","OCEANIC STEAMSHIP CO. - SONOMA"
"NY CITY HOTEL ASSOCIATION","NY CITY HOTEL ASSOCIATION"
"HOTEL ALGAZAR","HOTEL ALGAZAR"
"MILITARY COMPANY OF ALBANY","MILITARY COMPANY OF ALBANY"
"IDAN-HA HOTEL","IDAN-HA HOTEL"
"HARVARD COLLEGE","HARVARD COLLEGE"
"Unknown","Unknown"
"DEPARTMENT OF NEW YORK GRAND ARMY REPUBLIC","DEPARTMENT OF NEW YORK GRAND ARMY REPUBLIC"
"CITIZENS OF CHICAGO","CITIZENS OF CHICAGO"
"HERVORRAGENDSTEN NEW YORKER VEREINE","HERVORRAGENDSTEN NEW YORKER VEREINE"
"PENNYSLVANIA RAILROAD COMPANY","PENNYSLVANIA RAILROAD COMPANY"
"ALLEGHENY COUNTY BAR ASSOCIATION","ALLEGHENY COUNTY BAR ASSOCIATION"
"NEW ENGLAND SCIETY IN THE CITY OF NEW YORK","NEW ENGLAND SCIETY IN THE CITY OF NEW YORK"
"FLATIRON RESTAURANT & CAFE","FLATIRON RESTAURANT & CAFE"
"HARLEM DEMOCRATIC CLUB","HARLEM DEMOCRATIC CLUB"
"ST. GEORGE'S SOCIETY OF THE CITY OF NEW YORK","ST. GEORGE'S SOCIETY OF THE CITY OF NEW YORK"
"MILITARY ORDER OF THE LOYAL LEGION OF THE UNITED STATES.  COMMANDERY OF THE STATE OF MINNESOTA","MILITARY ORDER OF THE LOYAL LEGION OF THE UNITED STATES.  COMMANDERY OF THE STATE OF MINNESOTA"
"WILLARDS HOTEL","WILLARDS HOTEL"
"FRIENDLY SONS OF ST. PATRICK OF CINCINNATI","FRIENDLY SONS OF ST. PATRICK OF CINCINNATI"
"ASSOCIATION OF AVERAGE ADJUSTERS","ASSOCIATION OF AVERAGE ADJUSTERS"
"GEISER GRAND","GEISER GRAND"
"FLORIDA ENCAMPMENT NO. 1","FLORIDA ENCAMPMENT NO. 1"
"STATIONERS' BOARD OF TRADE","STATIONERS' BOARD OF TRADE"
"THE NATIONAL FEDERATION OF AMERICA","THE NATIONAL FEDERATION OF AMERICA"
"BELLECLAIRE CLUB","BELLECLAIRE CLUB"
"GRAND HOTEL DE LONDRES","GRAND HOTEL DE LONDRES"
"CHANCELLOR WALWORTH LODGE NO.271 AND A.M.","CHANCELLOR WALWORTH LODGE NO.271 AND A.M."
"SOCIETY OF SONS OF THE REVOLUTION IN THE STATE OF MISSOURI","SOCIETY OF SONS OF THE REVOLUTION IN THE STATE OF MISSOURI"
"NAETHING BROS.","NAETHING BROS."
"(SPIDESEDDEL ?)","(SPIDESEDDEL ?)"
"COMMERCIAL CLUB","COMMERCIAL CLUB"
"NEW YORK TEAM OWNERS' ASSOCIATION","NEW YORK TEAM OWNERS' ASSOCIATION"
"Restaurant & Bierstube zum Stadtheller","Restaurant & Bierstube zum Stadtheller"
"Chipen","Chipen"
"Benrather Hof","Benrather Hof"
"Oustau de Baumaniere","Oustau de Baumaniere"
"Victorian","Victorian"
"Le Relais Napoleon","Le Relais Napoleon"
"FREDERIC BACOU","FREDERIC BACOU"
"Seehotel Uberfahrt","Seehotel Uberfahrt"
"Union Pacific Railroad","Union Pacific Railroad"
"'M.S. \Sagafjord\'''''","'M.S. \Sagafjord\'''''"
"Brentwood Inn","Brentwood Inn"
"'Lunch [Sponsored By] Maxwell's Plum [At] 64th Street And First Ave.","'Lunch [Sponsored By] Maxwell's Plum [At] 64th Street And First Ave."
"Host International","Host International"
"Cloud Club","Cloud Club"
"Eagle Restaurant","Eagle Restaurant"
"Vorst's Century Sea Grill","Vorst's Century Sea Grill"
"Anglo German Club Hamburg","Anglo German Club Hamburg"
"Castle Restaurant","Castle Restaurant"
"The Tavern On The Green","The Tavern On The Green"
"The House Of Whitbread","The House Of Whitbread"
"The Grand Ticino","The Grand Ticino"
"Le Chateau Richelieu","Le Chateau Richelieu"
"Hotel Waldhaus Sils Maria","Hotel Waldhaus Sils Maria"
"The Causerie","The Causerie"
"Rib Room","Rib Room"
"Im Haus Der Kunst","Im Haus Der Kunst"
"Coffee Shop","Coffee Shop"
"S.S. Liberty","S.S. Liberty"
"Maison De France","Maison De France"
"Hotel Flora","Hotel Flora"
"Bűrger Stuben","Bűrger Stuben"
"Eden Roc Pavilion","Eden Roc Pavilion"
"Hotel Schweizerhof","Hotel Schweizerhof"
"Union Pacific  Railroad","Union Pacific  Railroad"
"Volvos Vagnsfest","Volvos Vagnsfest"
"Eaton's Chicken House","Eaton's Chicken House"
"Restaurant Mayan","Restaurant Mayan"
"St. Francis Hotel","St. Francis Hotel"
"The White Turkey Town House","The White Turkey Town House"
"Grove Park Inn","Grove Park Inn"
"Aviation Terrace","Aviation Terrace"
"Hotel Saskatchewan","Hotel Saskatchewan"
"Hotel Vancouver","Hotel Vancouver"
"Astor Tavern","Astor Tavern"
"Yale Club","Yale Club"
"The Portland","The Portland"
"U.S.S. North Dakota","U.S.S. North Dakota"
"Hotel Royal - Rome","Hotel Royal - Rome"
"Reformed Church of Harlem","Reformed Church of Harlem"
"The New Mills Hotel","The New Mills Hotel"
"Drug and Chemical Club","Drug and Chemical Club"
"The Hotel Ten Eyck","The Hotel Ten Eyck"
"Harmonie Hall","Harmonie Hall"
"Narragansett Hotel","Narragansett Hotel"
"Jansen's Restaurant","Jansen's Restaurant"
"Woolworth Building","Woolworth Building"
"Travers Island","Travers Island"
"MRS CLUFF","MRS CLUFF"
"CALUMET CLUB OF NEW YORK","CALUMET CLUB OF NEW YORK"
"HOTEL MAJESTIC","HOTEL MAJESTIC"
"CRISTOFORO COLOMBO RESTAURANT","CRISTOFORO COLOMBO RESTAURANT"
"COSMOPOLITAN HOTEL","COSMOPOLITAN HOTEL"
"NEW YORK PRESS CLUB","NEW YORK PRESS CLUB"
"BRITISH SCHOOLS AND UNIVERSITIES CLUB","BRITISH SCHOOLS AND UNIVERSITIES CLUB"
"GRAND HOTEL DE STE-MAXIME","GRAND HOTEL DE STE-MAXIME"
"PACIFIC MAIL STEAMSHIP CO./TRANS PACIFIC LINE","PACIFIC MAIL STEAMSHIP CO./TRANS PACIFIC LINE"
"PALACE HOTEL RESTAURAT AND LADIES GRILL ROOM","PALACE HOTEL RESTAURAT AND LADIES GRILL ROOM"
"WALDHAUS AROSA","WALDHAUS AROSA"
"CRAWFORD HOUSE","CRAWFORD HOUSE"
"HAMBURG-AMERICA LINIE","HAMBURG-AMERICA LINIE"
"INCORPORATED INSTITUTE OF ACCOUNTANTS","INCORPORATED INSTITUTE OF ACCOUNTANTS"
"AMERICAN EMBASSY","AMERICAN EMBASSY"
"FREIGHT & PASSENGER AGENTS' ASSOCIATION OF NEW YORK CITY","FREIGHT & PASSENGER AGENTS' ASSOCIATION OF NEW YORK CITY"
"RIVERS AND HARBORS COMMITTEE","RIVERS AND HARBORS COMMITTEE"
"CONTRACTING PLASTERERS' ASSOCIATION","CONTRACTING PLASTERERS' ASSOCIATION"
"CRIBB CLUB","CRIBB CLUB"
"18TH CLUB","18TH CLUB"
"(KING VICTOR EMMANUAL OF ITALY?)","(KING VICTOR EMMANUAL OF ITALY?)"
"BRAGUGLIA & CARRENO'S","BRAGUGLIA & CARRENO'S"
"AMERICAN GAS LIGHT ASSOCIATION","AMERICAN GAS LIGHT ASSOCIATION"
"MERCANTILE CLUB","MERCANTILE CLUB"
"GLEN ISLAND HOTEL","GLEN ISLAND HOTEL"
"YE NEW YORK CHAPTER OF YE COLONIAL ORDER","YE NEW YORK CHAPTER OF YE COLONIAL ORDER"
"ROBERT EMMET MAC ALARNEY","ROBERT EMMET MAC ALARNEY"
"CHICAGO AUTOMOBILE CLUB","CHICAGO AUTOMOBILE CLUB"
"POLAND SPRING HOTEL","POLAND SPRING HOTEL"
"ILLINOIS SOCIETY OF NEW YORK","ILLINOIS SOCIETY OF NEW YORK"
"HOTEL HANOVER","HOTEL HANOVER"
"(MRS.W.D.SLOANE)","(MRS.W.D.SLOANE)"
"ANCIENT & HONORABLE ARTILLERY COMPANY OF MASS.","ANCIENT & HONORABLE ARTILLERY COMPANY OF MASS."
"(EMPEROR NICHOLAS II","(EMPEROR NICHOLAS II"
"AMERICAN COLONY OF PARIS","AMERICAN COLONY OF PARIS"
"FLATIRON RESAURANT AND CAFE","FLATIRON RESAURANT AND CAFE"
"HOTEL ST. JAMES","HOTEL ST. JAMES"
"LEINSTER REGIMENT","LEINSTER REGIMENT"
"MENZIES'HOTEL","MENZIES'HOTEL"
"AMMERICAN ART ASSOCIATION OF PARIS","AMMERICAN ART ASSOCIATION OF PARIS"
"THE FELLOWSHIP CLUB OF CHICAGO","THE FELLOWSHIP CLUB OF CHICAGO"
"THE FRIARS","THE FRIARS"
"JUNKET CLUB","JUNKET CLUB"
"MILITARY ORDER OF THE LOYAL LEGION OF THE UNITED STATES","MILITARY ORDER OF THE LOYAL LEGION OF THE UNITED STATES"
"TIPITY WICHITY CLUB","TIPITY WICHITY CLUB"
"INTER COASTAL CANAL COMMITTEE","INTER COASTAL CANAL COMMITTEE"
"CINCINNATI SOCIETY","CINCINNATI SOCIETY"
"ST. GEORGE'S SOCIETY OF THE CITY OF NY","ST. GEORGE'S SOCIETY OF THE CITY OF NY"
"THE DAILY NEWS","THE DAILY NEWS"
"(TRAVELERS' PROTECTIVE ASS'N.)","(TRAVELERS' PROTECTIVE ASS'N.)"
"LOUISIANA SOCIETY OF THE SONS OF THE AMERICAN REVOLUTION","LOUISIANA SOCIETY OF THE SONS OF THE AMERICAN REVOLUTION"
"SHANLEY'S RESTAURANT","SHANLEY'S RESTAURANT"
"Victorian Lounge","Victorian Lounge"
"l'Excuse","l'Excuse"
"Palace Hotel","Palace Hotel"
"Inagiku","Inagiku"
"New York Friars Club","New York Friars Club"
"L.W.C. Michelsen","L.W.C. Michelsen"
"The Box Tree","The Box Tree"
"Advertising Club and The Downtown Association","Advertising Club and The Downtown Association"
"Chew's Cafe","Chew's Cafe"
"Gramercy Park hotel","Gramercy Park hotel"
"Zunfthaus Zur Zimmerleuten Zurich","Zunfthaus Zur Zimmerleuten Zurich"
"Concorde","Concorde"
"'S/S \Leonardo Da Vinci\'''''","'S/S \Leonardo Da Vinci\'''''"
"Golden China","Golden China"
"Ol' South Restaurant And Bar","Ol' South Restaurant And Bar"
"Andechser Klostergaststätten","Andechser Klostergaststätten"
"Latin Quarter","Latin Quarter"
"Promenade Café","Promenade Café"
"The Blacksmith House Bakery & Café","The Blacksmith House Bakery & Café"
"Santa Maria","Santa Maria"
"Wölfel","Wölfel"
"Lite House","Lite House"
"Jockey Club Mexicano","Jockey Club Mexicano"
"Schwarzwalder's Natur Weinhaus","Schwarzwalder's Natur Weinhaus"
"The Ballroom At Hotel Delmonico","The Ballroom At Hotel Delmonico"
"Crystal Room","Crystal Room"
"The Terrace Room","The Terrace Room"
"Hotel Brickman","Hotel Brickman"
"Toots Shor","Toots Shor"
"Geronimo","Geronimo"
"Zen Palate","Zen Palate"
"Lou Walter's Latin Quarter","Lou Walter's Latin Quarter"
"Churchill's","Churchill's"
"The Flame Restaurant","The Flame Restaurant"
"Hotel Duke Of Windsor","Hotel Duke Of Windsor"
"S.S. Manhattan","S.S. Manhattan"
"'Paquebot ''Paris'''''''","'Paquebot ''Paris'''''''"
"Victoria Hotel","Victoria Hotel"
"'''Conte Biancamano'''''''","'''Conte Biancamano'''''''"
"Hotel de Soto","Hotel de Soto"
"Ships Operating in Atlantic and Gulf Service","Ships Operating in Atlantic and Gulf Service"
"The Windosr","The Windosr"
"Hotel Marlborough ","Hotel Marlborough "
"The Balsams","The Balsams"
"Café des Beaux-Arts","Café des Beaux-Arts"
"Hotel Sterling","Hotel Sterling"
"Riggs","Riggs"
"Metropolitan Life Insurance Company Tuberculosis Sanatorium for Employees","Metropolitan Life Insurance Company Tuberculosis Sanatorium for Employees"
"Oneco Hotel","Oneco Hotel"
"Ritz-Carlton","Ritz-Carlton"
"Hotel Montclair","Hotel Montclair"
"Hotel Iroquois","Hotel Iroquois"
"Model Restaurant","Model Restaurant"
"PIONEER DINING CAR LINE","PIONEER DINING CAR LINE"
"USMS NEW YORK","USMS NEW YORK"
"ARLINGTON HOTEL","ARLINGTON HOTEL"
"HARLOW & KUCHLIN RESTAURANT OYSTER & CHOP HOUSE","HARLOW & KUCHLIN RESTAURANT OYSTER & CHOP HOUSE"
"(ALTA VISTA HOTEL)","(ALTA VISTA HOTEL)"
"NIPPON YUSEN KAISHA -S.S.KOBE MARU","NIPPON YUSEN KAISHA -S.S.KOBE MARU"
"NATIONAL LIFE INSURANCE CO.","NATIONAL LIFE INSURANCE CO."
"CIVIL SERVICE REFORM ASSOCIATION OF NEW YORK","CIVIL SERVICE REFORM ASSOCIATION OF NEW YORK"
"HICKS' RESTAURANT","HICKS' RESTAURANT"
"ENGEL HOTEL","ENGEL HOTEL"
"CHAMPAGNE DUC DE MONTEBELLO (?)","CHAMPAGNE DUC DE MONTEBELLO (?)"
"OCEANIC STEAMSHIP","OCEANIC STEAMSHIP"
"COLSON HOTEL","COLSON HOTEL"
"STATE SOCIETY OF THE CINCINNATI OF PENNSYLVANIA","STATE SOCIETY OF THE CINCINNATI OF PENNSYLVANIA"
"THE BEACON SOCIETY OF BOSTON","THE BEACON SOCIETY OF BOSTON"
"THE H.C. BROWN PALACE HOTEL","THE H.C. BROWN PALACE HOTEL"
"AMERICAN ACADEMY OF MUSIC","AMERICAN ACADEMY OF MUSIC"
"PLACE VIGER HOTEL","PLACE VIGER HOTEL"
"ALUMNI ASSOCIATION OF PUBLIC SCHOOL NO.26","ALUMNI ASSOCIATION OF PUBLIC SCHOOL NO.26"
"SIEGEL COOPER","SIEGEL COOPER"
"RHODE ISLAND BAR ASSOCIATION","RHODE ISLAND BAR ASSOCIATION"
"NEW YORK SONS OF THE REVOLUTION","NEW YORK SONS OF THE REVOLUTION"
"THEODORE ROOSEVELT","THEODORE ROOSEVELT"
"CORINTHIAN SAILING CLUB OF MONTREAL","CORINTHIAN SAILING CLUB OF MONTREAL"
"CARLTON CLUB","CARLTON CLUB"
"ADELPHIC COUNCIL NO.7","ADELPHIC COUNCIL NO.7"
"FIFTH AVENUE HOTEL (?)","FIFTH AVENUE HOTEL (?)"
"OHIO COUNTY BAR ASSOCIATION","OHIO COUNTY BAR ASSOCIATION"
"PRINCETON ALUMNI ASSOCIATION OF PHILADELPHIA","PRINCETON ALUMNI ASSOCIATION OF PHILADELPHIA"
"ALUMNI ASSOCIATION N.Y.N.SS. ST. MARY'S","ALUMNI ASSOCIATION N.Y.N.SS. ST. MARY'S"
"NATIONAL HARDWOOD LUMBER ASSOCIATION","NATIONAL HARDWOOD LUMBER ASSOCIATION"
"HOTEL ADAMS","HOTEL ADAMS"
"(PRIVATE)","(PRIVATE)"
"DR. H. G. SHERMAN","DR. H. G. SHERMAN"
"SAN FRANCISCO REAL ESTATE BOARD","SAN FRANCISCO REAL ESTATE BOARD"
"FRATERNAL UNION OF ANOINTED HIGH PRIESTS OF THE STATE OF NEW YORK","FRATERNAL UNION OF ANOINTED HIGH PRIESTS OF THE STATE OF NEW YORK"
"NEW YORK HOTEL","NEW YORK HOTEL"
"THE NEW ENGLAND CONFECTIONERS' CLUB","THE NEW ENGLAND CONFECTIONERS' CLUB"
"FOGG'S LADIES' AND GENTLEMEN'S DINING ROOM","FOGG'S LADIES' AND GENTLEMEN'S DINING ROOM"
"PRINCETON ALUMNI ASSOCIATION OF MARYLAND","PRINCETON ALUMNI ASSOCIATION OF MARYLAND"
"OTTER SWIMMING CLUB","OTTER SWIMMING CLUB"
"STAUCH'S RESTURANT","STAUCH'S RESTURANT"
"MINISTRE DU COMMERCE","MINISTRE DU COMMERCE"
"THE INDUSTRIAL CLUB OF CHICAGO","THE INDUSTRIAL CLUB OF CHICAGO"
"UNITED TYPOTHETOE OF PHILADELPHIA","UNITED TYPOTHETOE OF PHILADELPHIA"
"MASSACHUSETTS SOCIETY OF THE SONS OF THE AMERICAN REVOLUTION","MASSACHUSETTS SOCIETY OF THE SONS OF THE AMERICAN REVOLUTION"
"ROGER'S RESTAURANT","ROGER'S RESTAURANT"
"Pakistan International Airlines","Pakistan International Airlines"
"Cote Jardin","Cote Jardin"
"Atlantic Hotel","Atlantic Hotel"
"La Gare","La Gare"
"Foreign Policy Association","Foreign Policy Association"
"La Grande Cascade","La Grande Cascade"
"Lord Fletcher Inn","Lord Fletcher Inn"
"Bistrot Gould","Bistrot Gould"
"Anthony's Fish Grottos","Anthony's Fish Grottos"
"'New York Central System","'New York Central System"
"King's Inn","King's Inn"
"'NORDEUTCHER LLOYD","'NORDEUTCHER LLOYD"
"'U.S.M.S. Philadelphia","'U.S.M.S. Philadelphia"
"'Grand Hotel","'Grand Hotel"
"Pan American Airways Corporation","Pan American Airways Corporation"
"The Court Of Two Sisters","The Court Of Two Sisters"
"Zurlese","Zurlese"
"The Postilion","The Postilion"
"Regency Hyatt House","Regency Hyatt House"
"Charles French Restaurant","Charles French Restaurant"
"Restaurantbetriebe Fernsehturm","Restaurantbetriebe Fernsehturm"
"The Oriental","The Oriental"
"Skipper's Dock","Skipper's Dock"
"Hotel Pierre","Hotel Pierre"
"Moore's Historic La Fayette Inn","Moore's Historic La Fayette Inn"
"Restaurant Lido","Restaurant Lido"
"Rheinhotel Bad Godesberg","Rheinhotel Bad Godesberg"
"Green Mountain Restaurant Diner","Green Mountain Restaurant Diner"
"Hotel Alay","Hotel Alay"
"S.S. Constitution","S.S. Constitution"
"The Red Onion","The Red Onion"
"Chez Taba","Chez Taba"
"Super Chief","Super Chief"
"Compagnie Générale Transatlantique","Compagnie Générale Transatlantique"
"Sherry Normandie Restaurant","Sherry Normandie Restaurant"
"Club World","Club World"
"Caffe Bondi","Caffe Bondi"
"Huntsman's Inn","Huntsman's Inn"
"Que Pasta's","Que Pasta's"
"Canadian National Railways","Canadian National Railways"
"The Maplewood","The Maplewood"
"K.L.M Restaurant","K.L.M Restaurant"
"Commodore Hotel","Commodore Hotel"
"The Woodstock","The Woodstock"
"The Town Hall Club","The Town Hall Club"
"Hotel Adlon","Hotel Adlon"
"The Cavalier","The Cavalier"
"Aldine Club Rooms","Aldine Club Rooms"
"New City Club","New City Club"
"Algonquin Club","Algonquin Club"
"Herald Square Hotel","Herald Square Hotel"
"Hotel Marlborough","Hotel Marlborough"
"Fraunces' Tavern","Fraunces' Tavern"
"Beaconcrest Hotel","Beaconcrest Hotel"
"S. S. United States","S. S. United States"
"The Krueger Auditorium","The Krueger Auditorium"
"League Building","League Building"
"Jersey City Club","Jersey City Club"
"Hotel Karldon","Hotel Karldon"
"Flower Garden Shelter","Flower Garden Shelter"
"Pontin's Restaurant","Pontin's Restaurant"
"Allyn House","Allyn House"
"Columbia University Club","Columbia University Club"
"HAMBURG-AMERIKA LINIE","HAMBURG-AMERIKA LINIE"
"U.S. ARMY - SUBSISTENCE DEPT.","U.S. ARMY - SUBSISTENCE DEPT."
"PALACE HOTEL RESTAURAT","PALACE HOTEL RESTAURAT"
"C.SCHMID","C.SCHMID"
"ATLANTIC TRANSPORT LINE","ATLANTIC TRANSPORT LINE"
"SIEGEL-COOPER CO.","SIEGEL-COOPER CO."
"THE MARGARET LOUISA HOME","THE MARGARET LOUISA HOME"
"RATHSKELLER","RATHSKELLER"
"NEW YORK AND PORTO RICO STEAMSHIP CO.","NEW YORK AND PORTO RICO STEAMSHIP CO."
"HOTEL DES TEMPLES","HOTEL DES TEMPLES"
"SANTA FE ROUTE DINING CAR SERVICE","SANTA FE ROUTE DINING CAR SERVICE"
"AMERICAN WOOLEN COMPANY","AMERICAN WOOLEN COMPANY"
"PENN RR - PULLMAN DINING CAR SERVICE","PENN RR - PULLMAN DINING CAR SERVICE"
"ALPHA DEUTERON PHI GAMMA DELTA","ALPHA DEUTERON PHI GAMMA DELTA"
"MR. SAMUEL D. COYKENDALL","MR. SAMUEL D. COYKENDALL"
"NYACK BOARD OF TRADE","NYACK BOARD OF TRADE"
"ADIRONDACK HOTEL LEAGUE","ADIRONDACK HOTEL LEAGUE"
"HANOVER CLUB","HANOVER CLUB"
"ALBANY ZOUAVE CADETS","ALBANY ZOUAVE CADETS"
"VETERANS OF THE NEW YORK ATHLETIC CLUB","VETERANS OF THE NEW YORK ATHLETIC CLUB"
"COLUMBIA GOLF CLUB","COLUMBIA GOLF CLUB"
"VETERAN ASSOCIATION OF THE 5TH NY ARTILLERY VOLUNTEERS","VETERAN ASSOCIATION OF THE 5TH NY ARTILLERY VOLUNTEERS"
"STRAFFORD ARMS HOTEL","STRAFFORD ARMS HOTEL"
"INMAND AND INTERNATIONAL STEAMSHIP COMPANY LIMITED","INMAND AND INTERNATIONAL STEAMSHIP COMPANY LIMITED"
"NORWEGIAN CLUB OF NEW YORK","NORWEGIAN CLUB OF NEW YORK"
"(CLUB)","(CLUB)"
"ASSOCIATED BANKERS OF ALBUQUERQUE","ASSOCIATED BANKERS OF ALBUQUERQUE"
"CLEGG HOTEL","CLEGG HOTEL"
"DELAVAN HOUSE","DELAVAN HOUSE"
"UNITED BRITAIN SOCIETIES","UNITED BRITAIN SOCIETIES"
"FRIENDLY SONS OF ST.PATRICK","FRIENDLY SONS OF ST.PATRICK"
"CHAMBER OF COMMERCE (NEW YORK CITY?)","CHAMBER OF COMMERCE (NEW YORK CITY?)"
"THE GRANVILLE","THE GRANVILLE"
"CASINO UNION","CASINO UNION"
"MEDINAH TEMPLE","MEDINAH TEMPLE"
"FIFTH AVENUE HOTEL CAFE","FIFTH AVENUE HOTEL CAFE"
"ENRICO CARUSO OF THE METROPOLITAN OPERA HOUSE","ENRICO CARUSO OF THE METROPOLITAN OPERA HOUSE"
"MR. DE LA MAR","MR. DE LA MAR"
"San Angel Inn","San Angel Inn"
"Drury's Restaurant","Drury's Restaurant"
"The Hedgerose Heights Inn","The Hedgerose Heights Inn"
"Zum Durnbrau","Zum Durnbrau"
"Hotel Sacher","Hotel Sacher"
"Der Kafig","Der Kafig"
"National Gallery of Art","National Gallery of Art"
"'The City of Los Angeles","'The City of Los Angeles"
"National Parlor No. 118","National Parlor No. 118"
"Green Mill","Green Mill"
"NEW YORK COUNTY PROHIBITIONISTS","NEW YORK COUNTY PROHIBITIONISTS"
"'Founders' Day Banquet","'Founders' Day Banquet"
"'Hotel des Trois Rois at La Rotisserie (HOTEL","'Hotel des Trois Rois at La Rotisserie (HOTEL"
"Hertie","Hertie"
"Saks Fifth Avenue","Saks Fifth Avenue"
"The Piedmont Driving Club","The Piedmont Driving Club"
"Kuo Wah Café","Kuo Wah Café"
"Johns Hopkins Club","Johns Hopkins Club"
"The Amen Corner","The Amen Corner"
"Ambassadeurs","Ambassadeurs"
"The Cliff Dwellers","The Cliff Dwellers"
"Hackteufel","Hackteufel"
"Martha Washington Inn","Martha Washington Inn"
"Nantucket Coffee Shop","Nantucket Coffee Shop"
"Spatenhaus","Spatenhaus"
"Leona's","Leona's"
"The Skillet","The Skillet"
"Wheeler's","Wheeler's"
"Salmen Restaurant","Salmen Restaurant"
"Bavarian Inn","Bavarian Inn"
"Den Gyldene Freden","Den Gyldene Freden"
"The Candlewick","The Candlewick"
"Dramaten Restaurangen","Dramaten Restaurangen"
"Münchner Lowenbräu","Münchner Lowenbräu"
"Veteran's Administrative Center","Veteran's Administrative Center"
"Hotel Capitol","Hotel Capitol"
"S.S. President Johnson","S.S. President Johnson"
"The Apthorpe","The Apthorpe"
"Knickerbocker Field Club","Knickerbocker Field Club"
"U. S. S. Virginia","U. S. S. Virginia"
"Post's Restaurant and Lunch Room","Post's Restaurant and Lunch Room"
"Building Trades Club","Building Trades Club"
"[Restaurant name and/or location not given","[Restaurant name and/or location not given"
"Riggs' Twentieth Street Restaurant","Riggs' Twentieth Street Restaurant"
"Viemeister's Café and Restaurant","Viemeister's Café and Restaurant"
"Reiss's Restaurant","Reiss's Restaurant"
"Bellevue-Stratford","Bellevue-Stratford"
"Pouch Mansion","Pouch Mansion"
"Anheuser-Busch Cafe Restaurant","Anheuser-Busch Cafe Restaurant"
"WEST END HOTEL RESTAURANT","WEST END HOTEL RESTAURANT"
"DEGREE TEAM - CAMDEN LODGE #1 -A.O.U.W.","DEGREE TEAM - CAMDEN LODGE #1 -A.O.U.W."
"SIEGEL COOPER CO.","SIEGEL COOPER CO."
"ELYSEE PALACE HOTEL","ELYSEE PALACE HOTEL"
"CLASS OF '77 OF HARVARD COLLEGE","CLASS OF '77 OF HARVARD COLLEGE"
"U.S.M.S ST. PAUL","U.S.M.S ST. PAUL"
"(PENNA. SOC'Y. WAR OF 1812)","(PENNA. SOC'Y. WAR OF 1812)"
"CANADIAN PACIFIC RAILWAY CO. - S.S.ATHABASCA","CANADIAN PACIFIC RAILWAY CO. - S.S.ATHABASCA"
"ESSEX HOTEL","ESSEX HOTEL"
"WELLS RIVER FISH AND GAME CLUB","WELLS RIVER FISH AND GAME CLUB"
"ST. MARK'S CAFE","ST. MARK'S CAFE"
"DELEGATIONS TO THE CENTRAL AMERICAN PEACE CONFERENCE","DELEGATIONS TO THE CENTRAL AMERICAN PEACE CONFERENCE"
"PACIFIC MAIL STEAMSHIP CO./TRANS-PACIIC LINE","PACIFIC MAIL STEAMSHIP CO./TRANS-PACIIC LINE"
"SILSBE & SON OYSTER & CHOP HOUSE","SILSBE & SON OYSTER & CHOP HOUSE"
"NEIL HOUSE CAFE","NEIL HOUSE CAFE"
"UNIVERSITY OF MICHIGAN CLUB","UNIVERSITY OF MICHIGAN CLUB"
"OHIO COMMANDERY MILITARY ORDER OF THE LOYAL LEGION OF THE U.S.","OHIO COMMANDERY MILITARY ORDER OF THE LOYAL LEGION OF THE U.S."
"PHILOLEXIAN SOCIETY OF COLUMBIA UNIVERSITY","PHILOLEXIAN SOCIETY OF COLUMBIA UNIVERSITY"
"R. BRAGUGLIA","R. BRAGUGLIA"
"THE ROCKINGHAM","THE ROCKINGHAM"
"SOCIETY OF COLONIAL WARS IN THE COMMONWEALTH OF MASSACHUSETTS","SOCIETY OF COLONIAL WARS IN THE COMMONWEALTH OF MASSACHUSETTS"
"PHILADELPHIA CITY COUNCILS","PHILADELPHIA CITY COUNCILS"
