original_sponsor,clustered_sponsor
RMS OCEANIC,R.M.S. Oceanic
CHAPTERS OF FIRST DISTRICT IN COUNCIL AT THE COMMONWEALTH,Chapters Of First District In Council At The Commonwealth
HOTEL BALTIMORE,Baltimore Hotel
AUSPICES OF THE NEW YORK FRUIT EXCHANGE,Auspices Of The New York Fruit Exchange
(KING UMBERTO),(king Umberto)
SPORTSMANS CLUB,Sportsmans Club
SHANLEY'S OYSTER HOUSES AND GRILL ROOM,Shanley's Oyster Houses And Grill Room
MOUQUIN RESTAURANT AND WINE CO,Mouquin Restaurant And Wine Co
NORTH BRITISH STATION HOTEL,North British Station Hotel
THE INTERNATIONAL HOTEL EMPLOYES SOCIETY,The International Hotel Employes Society
PRINCE FERDINAND OF BULGARIA,Prince Ferdinand Of Bulgaria
? CLUB,(club)
HOTEL ST. GEORGE,Hotel St. George
WANAMAKER STORE,Wanamaker Store
FORDHAM UNIVERSITY ALUMNI ASSOCIATION,Fordham University Alumni Association
CHARLES FREDERICK DALEY'S FRIENDS,Charles Frederick Daley's Friends
PRESIDENT & VICE PRESIDENT OF THE AMERICAN BOARD,President & Vice President Of The American Board
SAINT PAUL CHAMBER OF COMMERCE,Saint Paul Chamber Of Commerce
THE HOLLAND SOCIETY OF NEW YORK,The Holland Society Of New York
AMHERST ALUMNI ASSOCIATION,Amherst Alumni
CONFEDERATE VETERAN CAMP OF NEW YORK,Confederate Veteran Camp Of New York
LA REPUBLIQUE FRANCAISE DINER,La Republique Francaise Diner
NEW HAMPSHIRE CLUB,New Hampshire Club
CITY EDITOR'S ASSOCIATION OF PHILADELPHIA,City Editor's Association Of Philadelphia
U.S. NATIONAL MUSEUM,U.S. National Museum
WOMAN'S PRESS CLUB,Woman's Press Club
S.M.S.VINETA,S.M.S.Vineta
MR.J. KENNEDY TOD-11 EAST 9TH ST.,Mr.J. Kennedy Tod-11 East 9th St.
COSMOPOLITAN CLUB,Cosmopolitan Club
FRATERBAK UNION OF ANOINTED HIGH PRIESTS OF THE STATE OF NEW YORK,Fraterbak Union Of Anointed High Priests Of The State Of New York
\N,\n
NEW ENGLAND SOCIETY OF NORTHEASTERN PENNSYLVANIA,New England Society
44TH & 56TH ESSEX REGIMENT,44th & 56th Essex Regiment
AMBASSADE DE FRANCE,Ambassade De France
MANHASSET CLUB,Manhasset Club
PROFILE HOUSE  AND HOTEL VENDOME,Hotel Vendome And Profile House
BRIARCLIFF LODGE,Briarcliff Lodge
POLYTECHNIC LODGE & ROBERT MITCHELL LODGE,Polytechnic Lodge & Robert Mitchell Lodge
GARIBALDI PLEASURE CLUB,Garibaldi Pleasure Club
MASTER PLUMBERS ASSOCIATION,Master Plumbers Association
KANSAS CITY BAR ASSOCIATION,Kansas City Bar Association
THE REFORM CLUB,The Reform Club
QUINCY HOUSE,Quincy House
WISCONSIN SOCIETY SONS OF THE AMERICAN REVOLUTION,Wisconsin Society - Sons Of The American Revolution
Langelinie Pavillonen,Langelinie Pavillonen
Mon cher ton ton,Mon Cher Ton Ton
Ristorante Bianchi ,Ristorante Bianchi 
Bristol Restaurant,Bristol Restaurant
Hotel Schwarzer Bock,Hotel Schwarzer Bock
Lassere,Lassere
Alexis,Alexis
Condi,Condi
passa tempo,Passa Tempo
Danny's Hide-a-way,Danny's Hide-a-way
Dinner At The Sudan Club.,Dinner At The Sudan Club.
The Arizona Biltmore,The Arizona Biltmore
King Minos Hotel,King Minos Hotel
Alfredo's,Alfredo's
The Tower Suite,The Tower Suite
Schwabenstuben,Schwabenstuben
S.S. Santa Rosa,S.S. Santa Rosa
Kramer's Restaurant,Kramer's Restaurant
Restaurant HÃ©lÃ¨ne De Champlain,Restaurant Hã©lã¨ne De Champlain
Nassau Tavern Hotel,Nassau Tavern Hotel
George Washington Manor,George Washington Manor
The Compound,The Compound
Larre Ii,Larre Ii
Hotel Dyckman,Hotel Dyckman
Hermis Restaurant,Hermis Restaurant
The Rockefeller Foundation,The Rockefeller Foundation
Korean Restaurant Mi Cin,Korean Restaurant Mi Cin
Joe's American Bar & Grill,Joe's American Bar & Grill
Dinarzade,Dinarzade
Hotel Brunswick,Hotel Brunswick
President Tavern,President Tavern
Holland House Taverne,Holland House Taverne
Ritz Carlton Ballroom,Ritz Carlton
S/S St. Lawrence; S/S Tadoussac; S/S Richelieu; S/S Quebec,S/s St. Lawrence; S/s Tadoussac; S/s Richelieu; S/s Quebec
The Biltmore,The Biltmore
Putnam & Thurston's,Putnam & Thurston's
Hotel St. George,Hotel St. George
Hotel Kimball,Hotel Kimball
Moana Hotel,Moana Hotel
The Heublein,The Heublein
Young Men's Christian Association   Railroad Department,Young Men's Christian Association
The St. Anthony,The St. Anthony
South Ferry Hotel, South Ferry Hotel
R.H. Macy and Co.,R.H. Macy And Co.
Knickerbocker Hotel,Hotel Knickerbocker
CafÃ© Boheme,Cafã© Boheme
Hotel Belleclaire,Hotel Belleclaire
Gutmann's CafÃ© and Restaurant,Gutmann's Cafã© And Restaurant
Viemeister's,Viemeister's
The Illinois State Armory,The Illinois State Armory
Twin Falls High School Auditorium,Twin Falls High School Auditorium
Meridian Club,Meridian Club
Bohemian Club,Bohemian Club
The Bancroft Hotel,The Bancroft Hotel
The New Morrison Hotel,The New Morrison Hotel
Saengerbund Hall,Saengerbund Hall
Maplewood Hotel,Maplewood Hotel
BROADWAY CENTRAL HOTEL,Broadway Central Hotel
SULLIVAN'S,Sullivan's
PUTNAM HOUSE,Putnam House
McGOWN'S PASS TAVERN,Mcgown's Pass Tavern
LAMBERT'S RESTAURANT,Lambert's Restaurant
QUEBEC STEAMSHIP COMPANY - SS TRINIDAD,Quebec Steamship Company
OCEANIC STEAMSHIP CO. - SIERRA,Oceanic Steamship Co.
CHESAPEAKE STEAMSHIP CO.,Chesapeake Steamship Co.
E.B. ORCUTT RESTAURANT AND CAFE,E.B. Orcutt Restaurant And Cafe
CHAMPLAIN HOTEL,Champlain Hotel
O.D.,O. D.
HOTEL SEILER,Hotel Seiler
US ARMY - SUBSISTENCE DEPT.,U.S. Army - Subsistence Dept.
AMERICAL CHEMICAL SOCIETY,Americal Chemical Society
OAK BLUFFS CLUB,Oak Bluffs Club
NATIONAL HOTEL,Hotel National
NATIONAL WHOLESALE DRUGGISTS' ASSOCIATION,National Wholesale  Druggists' Association
TOLEDO FIRE UNDERWRITERS ASSOCIATION,Toledo Fire Underwriters Association
LOUISIANA BAR ASSOCIATION,Louisiana Bar Association
SOCIETY OF COLONIAL WARS IN STATE OF NEW JERSEY,Society Of Colonial Wars
OHIO SOCIETY SONS OF THE REVOLUTION,Ohio Society Sons Of The Revolution
CATERERS OF ALABAMA - STATE ORGANIZATION AFFILIATED WITH I.S.A.,Caterers Of Alabama - State Organization Affiliated With I.S.A.
OHIO SOCIETY OF NEW YORK,Ohio Society Of New York
NEW ENGLAND MANUFACTURING JEWLERS' AND SILVERSMITHS' ASSOCIATION,New England Manufacturing Jewelers' And Silversmiths' Association
COLUMBIA UNIVERSITY DEBATING UNION,Columbia University Club
PHI DELTA THETA,Phi Delta Theta
NEW YORK & CHICAGO LIMITED,New York & Chicago Limited
LE COMTE DE FLANDRES,Le Comte De Flandres
AUDITORIUM,Auditorium
THE STANDISH,The Standish
PETER TIVNAN LUNCH CO.,Peter Tivnan Lunch Co.
HARLEM MUNICIPAL OWNERSHIP CLUB,Harlem Municipal Ownership Club
RESTAURANT MARTIN,Restaurant Martin
REAL PACO DAS NECESSIDANDES,Real Paco Das Necessidandes
LUMBER DEALERS ASSOCIATION OF CONNECTICUT,Lumber Dealers Association Of Connecticut
(KING KARL AND QUEEN OLGA OF WURTINBERG),King Karl And Queen Olga Of Wurtemberg
CONGRESS OF ITALIAN ENGINEERS AND ARCHITECTS,Congress Of Italian Engineers And Architects
MERCHANT'S CLUB OF BOSTON,Merchants' Club
(HENRY IRVING ?),(henry Irving ?)
V. FORTWENGLER,V. Fortwengler
SECRETARY OF STATE (MR BAYARD'S?),Secretary Of State (mr Bayard's?)
NEW YORK LIBRARY CLUB,New York Library Club
GATTI'S ADELPHI RESTAURANT,Gatti's Adelphi Restaurant
Scott's Restaurant Limited,Scott's Restaurant Limited
Movenpick Dreikonighaus,Movenpick Dreikonighaus
Royal Orologio,Royal Orologio
Continental Hilton,Continental Hilton
L'Escargot Restaurant,L'escargot Restaurant
Hotel Restaurant Troisgros,Hotel Restaurant Troisgros
Shopsy's,Shopsy's
Brauerie Zum Schiffchen,Brauerie Zum Schiffchen
The Greenery,The Greenery
Orangerie,Orangerie
Schlosshotel Kronberg,Schlosshotel Kronberg
Taillevent,Taillevent
The Musicians Club of San Francisco,The Musicians Club Of San Francisco
'NORDDEUTSCHER LLOYD,'norddeutscher Lloyd
SALMEN-RESTAURANT KROPF,Salmen Restaurant
'CONFRERIE DE LA CHAINE DES ROTISSEURS,'confrerie De La Chaine Des Rotisseurs
Pipe Organ Pizza,Pipe Organ Pizza
Cn,Cn
R.M.S. Queen Elizabeth 2,R.M.S. Queen Elizabeth 2
The West Side Express,The West Side Express
Restaurante Prendes,Restaurante Prendes
Hotel Beach Plaza,Hotel Beach Plaza
Butcher Block Steak House,Butcher Block Steak House
Broadway Cocktail Lounge,Broadway Cocktail Lounge
Le Ferrandi,Le Ferrandi
Zur Kebe,Zur Kebe
Stagecoach Hill,Stagecoach Hill
Hardtke,Hardtke
Hotel RÃ¶ssli,Hotel Rã¶ssli
Royal Grand Hotel,Grand Hotel Royal
Johnny Francis' Elbow Room At The Canal House,Johnny Francis' Elbow Room At The Canal House
Hotel Commodore   Century Room,Hotel Commodore   Century Room
Vincent,Vincent
Publick House,Publick House
Prezzario,Prezzario
Hotel Roanoake,Hotel Roanoke
Stureplan Stockholm,Stureplan Stockholm
Golden State Limited,Golden State Limited
Hotel Mc Alpin,Hotel Mcalpin
Pig N'whistle,Pig'n Whistle
Hotel Pierre   Ballroom,Hotel Pierre   Ballroom
The Super Chief,The Super Chief
Hotel William Penn,Hotel William Penn
Graemere Hotel,Graemere Hotel
Reuben's,Reuben's
Hotel Grande Bretagne,Hotel Grande Bretagne
Alpine Club,Albany Club
The Windsor,The Windsor
Hotel Clark,Hotel Clark
U.S. Grant Hotel,U.S. Grant Hotel
Davidson's,Davidson's
Abbey Inn,Abbey Inn
Eastern Hotel,Eastern Hotel
Hanover Lunch Co.,Hanover Lunch Co.
Hotel Shattuck,Hotel Shattuck
Royal Blue Line,Royal Blue Line
Harrison Town Hall,Harrison Town Hall
Masonic Temple,Masonic Temple
 for the Brooklyn City Directory.', For The Brooklyn City Directory.'
Healy's,Healey's
Arion Hotel,Arion Hotel
Hofbrau Restaurant: WÃ¼rzburger Hofbrau,Hofbrau Restaurant: Wã¼rzburger Hofbrau
Bay Shore House,Bay Shore House
HOTEL IMPERIAL,Hotel Imperial
GRAND HOTEL L'D.,Grand Hotel L'd.
NIPPON YUSEN KAISHA,Nippon Yusen Kaisha
DENTAL DEPARTMENT OF WASHINGTON UNIVERSITY,Dental Department Of Washington University
(MANHATTAN CLUB),(manhattan Club)
GRAND TRUNK RAILWAY SYSTEM,Grand Trunk Railway System
QUEBEC STEAMSHIP CO. - SS TRINIDAD,Quebec Steamship Company
SOCIETA VESPRO SICILIANO,Societa Vespro Siciliano
NIPPON YUSEN KAISHA - S.S.KASUGA,Nippon Yusen Kaisha
N.C. AT SQUANTUM,N.C. At Squantum
CASTLETON HOTEL,Castleton Hotel
ATLANTIC TRANSPORT LINE - S.S.MESABA,Atlantic Transport Line
WALDORF-ASTORIA,(waldorf-astoria)
GRAND LODGE BENEVOLENT PROTECTIVE ORDER OF ELKS,Grand Lodge Benevolent Protective Order Of Elks
HOTEL VENDOME,Hotel Vendome
ARKWRIGHT CLUB,Arkwright Club
HIGH APPELLATE COURT OF PENNSYLVANIA,High Appellate Court Of Pennsylvania
ALUMNI ASSOCIATION OF THE MASSACHUSETTS INSTITUTE OF TECHNOLOGY,Alumni Association Of The Massachusetts Institute Of Technology
HENRY HAHLO & JEANNETTE WISE,Henry Hahlo & Jeannette Wise
PENNSYLVANIA SOCIETY,Pennsylvania Society
PENNSYLVANIA RAILROAD DINING CAR,Pennsylvania Railroad
NORDSTJERNAN,Nordstjernan
FLAT IRON RESTAURANT,Flat Iron Restaurant
MURO HOTEL,Muro Hotel
FI8FTY MILLION CLUB ANNUAL REUNION,Fi8fty Million Club Annual Reunion
STATE SOCIETY OF THE CINCINNATI OF NJ,State Society Of The Cincinnati Of New Jersey
TENNESSEE CENTENNIAL EXPOSITION,Tennessee Centennial Exposition
BRITISH LEGATION,British Legation
PUMPERNICKEL CLUB,Pumpernickel Club
ALUMNI OF RUTGES COLLEGE,Alumni Of Rutges College
COLLEAGUES AND FRIENDS OF PROFESSOR JOSEPH LOVERING,Colleagues And Friends Of Professor Joseph Lovering
GRAND HOTEL BAD HOMBURG,Grand Hotel Bad Homburg
BOSTON JEWELER'S CLUB,Boston Jeweler's Club
ELKS',Elks'
SAGAMORE HOTEL RESTAURANT AND CAFE,Sagamore Hotel Restaurant And Cafe
NEW YORK POST-GRADUATE MEDICAL SCHOOL,New York Post-graduate Medical School
OLYMPIC SPORTS CLUB,Olympic Sports Club
BOA VISTA HOTEL,Boa Vista Hotel
MANUFACTURERS' CLUB,Manufacturers' Club
TWENTY-FOURTH WARD REPUBLICAN CLUB,Twenty-fourth Ward Republican Club
MASSACHUSETTS DEMOCRATIC STATE COMMITTEE,Massachusetts Democratic State Committee
HAFNIA LIFE INSURANCE,Hafnia Life Insurance
HARVARD CLUB OF RHODE ISLAND,Harvard Club
ILLINOIS MANUFACTURERS' ASSN.,Illinois Manufacturers' Association
NEW YORK BOARD OF TRADE AND TRANSPORTATION,New York Board Of Trade And Transportation
RAILROAD FRIENDS OF J.C.WOODWORTH,Railroad Friends Of J.C.Woodworth
CAFE DES AMBASSADEURS,Cafe Des Ambassadeurs
COLUMBIA CASINO,Columbia Casino
COVER CLUB OF BOSTON,Cover Club Of Boston
ADOLF MEHRKENS MANNERCHOR,Adolf Mehrkens Mannerchor
PRESIDENTE DE LA RUPUBLICA  Y SENORA Y DEL SENOR ELIHU ROOR Y SENORA,Presidente De La Rupublica  Y Senora Y Del Senor Elihu Roor Y Senora
CHAMBER OF COMMERCE (NY?),Chamber Of Commerce
Balthazar,Balthazar
TECHAU TAVERN,Techau Tavern
PURCELL HOUSE,Purcell House
ITALIAN CHAMBER OF COMMERCE IN NEW YORK,Italian Chamber Of Commerce In New York
BENEVOLENT & PROTECTIVE ORDER OF ELKS - NEW DAWN LODGE NO. 25,Benevolent & Protective Order Of Elks - New Dawn Lodge No. 25
Zunfthaus Zur Waag,Zunfthaus Zur Waag
Yamato,Yamato
Glocken,Glocken
La Coserie des Lilas,La Coserie Des Lilas
The Woodstock Inn,The Woodstock Inn
Oscar's Confucius Cafe,Oscar's Confucius Cafe
Boston & Albany Railroad,'boston & Albany Railroad 
Richmond Beer Garden,Richmond Beer Garden
The New Twin Zephyrs,The New Twin Zephyrs
Algonquin Hotel,Algonquin Hotel
Gramercy Inn; H.R. Weissberg Hotel Corp.,Gramercy Inn; H.R. Weissberg Hotel Corp.
Fifth Annual Dinner Of The Macdowell Club Of New York City,Fifth Annual Dinner Of The Macdowell Club Of New York City
'The Yates Hotel,'the Yates Hotel
Hotel Carlyle,Hotel Carlyle
The Swiss Pavillion,The Swiss Pavillion
Stockholm Restaurant,Stockholm Restaurant
La CrÃªpe,La Crã©pe
The Brass Rail,The Brass Rail
Lindy's,Leon & Eddie's
Angebilt Hotel,Angebilt Hotel
The Embers,The Embers
Gian Marino,Gian Marino
Allerton House,Allerton House
Savicny,Savicny
Butler's,Butler's
Shogun,Shogun
Spic And Span Bakery And CafÃ©,Spic And Span Bakery And Cafã©
Hunan Park,Hunan Park
Palmer House,Palmer House
The Terrace Restaurant,The Terrace Restaurant
Monte's,Monte's
Felidia Ristorante,'felidia Ristorante
Chateau Briand,Chateau Briand
CafÃ© De La Paix,Cafã© De La Paix
S.S. Wilson,S.S. Wilson
Monte Proser's Copacabana,Monte Proser's Copacabana
Biltmore Bowl,Biltmore Bowl
The Caviar,The Caviar
The New Haven R.R.,The New Haven R.R.
La Guardia Airport Coffee Shop,La Guardia Airport Coffee Shop
The Willard Hotel,The Willard Hotel
Great Northern Hotel,Great Northern Railway
Exchange Station Hotel,Exchange Station Hotel
The Gridiron Club,The Gridiron Club
The Blackstone,The Blackstone
Progress Casino,Progress Casino
The Imperial,The Imperial
The New Broadway Restaurant and Lunch Room,The New Broadway Restaurant And Lunch Room
St. Denis Hotel: Taylor's Restaurant,St. Denis Hotel: Taylor's Restaurant
Hauptre?taurant Au??tellung?park,Hauptre?taurant Au??tellung?park
Travers Island Club House,Travers Island
CUNARD LINE,Cunard Line
NEW FALMOUTH HOTEL,New Falmouth Hotel
(MR. THOMAS HASTINGS),(mr. Thomas Hastings)
WINDSOR HOTEL,Hotel Windsor
BERT HOUGH & TONY FRANKER - PABST BLUE RIBBON,Bert Hough & Tony Franker - Pabst Blue Ribbon
SOUTHERN RAILWAY; NORFOLK & WESTERN RAILWAY; ALABAMA GREAT SOUTHERN RAILW3AY; NEW ORLEANS & NORTHEASTERN RAILROAD;,Southern Railway; Norfolk & Western Railway; Alabama Great Southern Railw3ay; New Orleans & Northeastern Railroad;
U.S.ARMY TRANSPORT WARREN,U.S. Army Transport
PULLMAN DINING CAR SERVICE -THE PRESIDENT,Pullman Dining Car
'NEW HOTEL BERKELEY,'new Hotel Berkeley
CANADIAN PACIFIC RAILWAY CO. - S.S.ALBERTA,Canadian Pacific Railway Co.
CANDIAN PACIFIC RAILWAY CO. - S.S.MANITOBA,Canadian Pacific Railway Co.
PROFILE HOUSE/HOTEL VENDOME,Profile House/hotel Vendome
C.C.N.Y.CLASS OF '80,C.C.N.Y.Class Of '80
BRISTOL'S DINING ROOMS,Bristol's Dining Rooms
HANBURG-AMERIKA LINIE  - STEAMER FURST BISMARCK,Hanburg-amerika Linie  - Steamer Furst Bismarck
ALBANY SOCIETY OF NEW YORK,Albany Society Of New York
(KING HAAKON VII),(king Haakon Vii)
BIBLE-HOTEL,Bible-hotel
CITY HOTEL,City Hotel
NEW YORK ALUMNI ASSOCIATION OF THE UNIVERSITY OF ROCHESTER,New York Alumni Association Of The University Of Rochester
AMERICAN ASIATIC ASSOCIATION,American Asiatic Association
UNION LEAGUE,Union League
GOLDENES ROSS HOTEL & RESTAURANT,Goldenes Ross Hotel & Restaurant
JOSEPH PULITZER,Joseph Pulitzer
THE OLIVIA RESTAURANT,The Olivia Restaurant
ASSOCIATED PIONEERS OF THE TERRITORIAL DAYS OF CA.,Associated Pioneers Of The Territorial Days Of California
ASSOCIAZIONE FRATERNA DI MUTUO SOCCORSO IN NEW YORK,Associazione Fraterna Di Mutuo Soccorso In New York
MR. & MRS. F.A. RINGLER,Mr. & Mrs. F.A. Ringler
RESTAURANT BREVOORT,Brevoort Restaurant
ALUMNI ASSOCIATION OF THE STEVENS INSTITUTE OF TECHNOLOGY,Alumni Association Of The Stevens Institute Of Technology
EASTERN BOX MAKERS' ASSOCIATION,Eastern Box Makers' Association
PIANO MANUFACTURERS,Piano Manufacturers
HAMBURG-AMERIKA LINE,Hamburg-america Line
ST. GEORGE'S SOCIETY,St. George's Society
COMMISSIONER OF VENEZUELA NAPOLEON DOMINICI,Commissioner Of Venezuela Napoleon Dominici
NORTH RIVER STEAMBOAT CO.,North River Steamboat Co.
PENNA. SCOTCH-IRISH SOCIETY,Penna. Scotch-irish Society
HOTEL GALLATIN,Gallatin Hotel
UNION LEAGUE CLUB OF CHICAGO,Union League Club Friends
GALLATIN HOTEL,Gallatin Hotel
AMERICAN-IRISH HISTORICAL SOCIETY,American-irish Historical Society
AUTOMOBILE CLUB OF SYRACUSE,Automobile Club Of Syracuse
ANCIENT AND HONORABLE ARTILLERY CO OF MASSACHUSETTS,Ancient And Honorable Artillery Co.
THE PLAZA,The Plaza
NEW YORK AND NEW JERSEY HARDWARE AND IRON ASSOCIATION,New York And New Jersey Hardware And Iron Association
BOARD OF DIRECTORS OF THE UNION LEAGUE,Board Of Directors Of The Union League
H.V.BEMIS,H.V.Bemis
THE TRIBUNE STAFF,The Tribune Staff
CHICAGO PIANO AND ORGAN ASSOCIATION,Chicago Piano And Organ Association
(KING FREDERIK VIII),(king Frederik Viii)
MASTER PRINTERS ASSOCIATION OF RHODE ISLAND,Master Printers Association
YOUNG PEOPLE'S PROHIBITION LEAGUES OF NY & NJ,Young People's Prohibition Leagues Of Ny & Nj
JAMES DUNNE,James Dunne
THE HARVARD ADVOCATE,The Harvard Advocate
CIGAR MANUFACTURERS,Cigar Manufacturers
WASH.CHAPTER OF THE ORDER OF UNITED AMERICANS,Wash.Chapter Of The Order Of United Americans
Cafe Royal,Cafe Royal
Riche Teatergrillen,Riche Teatergrillen
Fujiya Hotel,Fujiya Hotel
Ristorante Alfredo alla scrofa,Ristorante Alfredo Alla Scrofa
La Fermette Mabeuf 1900,La Fermette Mabeuf 1900
The Ground Floor,The Ground Floor
Blue Onion Drive-In Restaurant,Blue Onion Drive-in Restaurant
L'Absinthe,L'absinthe
Schultheiss,Schultheiss
Chemists' Club,Chemists' Club
Fleet Street,Fleet Street
Kleines Jacob,Kleines Jacob
Palais Mongelas,Palais Mongelas
Die Pfanne,Die Pfanne
New China Cafe,New China Cafe
Tao Yuan Restaurant,Tao Yuan Restaurant
Candlelight Restaurant,Candlelight Restaurant
Savoy Plaza,Savoy Plaza
INTERNATIONAL GOURMET CLUB,International Gourmet Club
Exec Committe California Midwinter Int Exposition,Exec Committe California Midwinter Int Exposition
Harbin Inn,Harbin Inn
The Old Spaghetti Warehouse,The Old Spaghetti Warehouse
Pirate's House,Pirate's House
Sangamo Club,Sangamo Club
Hotels Ambassador,Hotels Ambassador
Hotel De La Borda,Hotel De La Borda
Stadtrestaurant Hotel Reichshof Hamburg,Stadtrestaurant Hotel Reichshof Hamburg
Pompeian Caffe Espresso,Pompeian Caffe Espresso
Holland America Cruises,Holland America Cruises
Cracker Barrel,Cracker Barrel
Patricia Murphy's Candlelight Restaurants,Patricia Murphy's Candlelight Restaurants
Squire Durr's Coffee Mill,Squire Durr's Coffee Mill
Mc Creery Big Top,Mc Creery Big Top
Toon Tien,Toon Tien
Ports Of Call,Ports Of Call
Henri Confiseur,Henri Confiseur
'M.S. ''Lafayette''''''','m.S. ''lafayette'''''''
'Paquebot ''Champlain''''''','paquebot ''champlain'''''''
'French Line West Indies Cruises   S.S. Paris,'french Line West Indies Cruises   S.S. Paris
Paul's Ship Ahoy CafÃ©,Paul's Ship Ahoy Cafã©
National Republican Club,National Republican Club
Aldine Club Rooma,Aldine Club Rooma
The Columbia University Club,The Columbia University Club
'S.S. ''Yokohama Maru''','s.S. ''yokohama Maru'''
The Homestead,The Homestead
Hotel Marie Antoinette,Hotel Marie Antoinette
The Ormonde,The Ormonde
Arion,Arion
Hollenden Hotel,Hollenden Hotel
Mansion House,Mansion House
Greenhut's,Greenhut's
Lyceum Club,Lyceum Club
Hammonds Popular Price Restaurant,Hammonds Popular Price Restaurant
CafÃ© de Paris,Cafe De Paris
Foreningens Klubbhus,Foreningens Klubbhus
Merchant's Club,Merchants' Club
HOTEL EASTMAN,Hotel Eastman
HAAN'S,Haan's
HARLEM REPUBLICAN CLUB,Harlem Republic Club
GRIDIRON NATIONAL CONVENTION,Gridiron National Convention
WARRANT OFFICERS OF THE U.S. NORTH ATLANTIC SQUADRON,Warrant Officers Of The U.S. North Atlantic Squadron
GRISWALD HOUSE,Griswald House
NATIONAL ASSOCIATION OF BOX AND BOX SHOOK MAKERS,National Association Of Box And Box Shook Makers
RALEIGH HOTEL AND RESTAURANT CO.,Raleigh Hotel And Restaurant Co.
OCEANIC STEAMSHIP COMPANY - SIERRA,Oceanic Steamship Co.
NEW YORK STATE MEDICAL ASSOCIATION,New York State Medical Association
THE C.B. WOODWORTH'S SONS COMPANY,The C.B. Woodworth's Sons Company
GRAND HOTEL MONT-CERVIN,Grand Hotel Mont-cervin
ROYAL PALM HOTEL,Hotel Royal Palm
THE PLAZA CONSTRUCTION COMPANY,The Plaza Construction Company
CHICAGO YALE ASSOCIATION,Chicago Yale Association
JOHN HART,John Hart
RADNOR HUNT,Radnor Hunt
THE WASHINGTON,The Washington
KING EDARD VII,King Edward VII
THE CLEARING HOUSE ASSOCIATION OF THE BANKS OF PHILADELPHIA,The Clearing House Association Of The Banks Of Philadelphia
JUSTICES OF THE PEACE FOR THE COUNTY OF MIDDLESEX AND MEMBERS OFTHE COUNTY COUNCIL OF MIDDLESEX,Justices Of The Peace For The County Of Middlesex And Members Ofthe County Council Of Middlesex
CHICKATAWBUT CLUB,Chickatawbut Club
OAKLAND BEACH HOTEL,Oakland Beach Hotel
ILLINOIS MANUFACTURERS' ASSOCIATION,Illinois Manufacturers' Association
KIARSARGE HOUSE,Kiarsarge House
SOCIETY OF THE CINCINNATI IN THE STATE OF VIRGINIA,Society Of The Cincinnati
CHICAGO JEWER;ERS ASSOCIATION,Chicago Jewer;ers Association
DELTA KAPPA EPSILON FRATERNITY,Delta Kappa Epsilon Frat.
